index,middle,ring,pinky
816,751,826,365
811,749,831,362
811,749,833,364
814,750,827,364
815,751,826,367
816,751,825,365
814,751,826,365
813,748,832,360
813,750,828,363
815,750,827,365
815,749,828,364
814,748,832,361
814,748,831,360
814,748,832,360
814,750,827,365
814,750,828,364
814,749,831,360
813,749,829,363
815,750,827,365
814,748,831,362
813,749,830,362
815,749,829,363
814,749,829,362
813,749,830,363
814,750,829,362
814,749,830,362
813,750,829,362
814,749,829,362
813,749,830,362
814,749,830,362
814,749,830,362
814,749,830,362
814,749,831,362
814,749,829,362
814,749,829,362
813,749,830,362
813,749,829,363
814,749,830,362
814,749,829,363
813,749,829,362
814,749,829,362
813,749,830,362
814,749,829,362
814,749,829,362
814,749,829,362
814,749,830,362
814,749,830,362
814,749,829,363
814,749,829,362
813,749,829,363
814,748,829,363
814,749,830,362
814,749,830,362
813,749,830,362
813,749,829,363
814,749,829,363
814,750,828,362
814,749,828,363
814,749,829,363
814,749,829,363
814,749,830,362
813,750,830,361
814,750,828,364
814,749,829,363
814,749,829,363
814,749,829,362
813,749,830,362
813,749,830,362
814,749,829,363
814,749,829,362
814,750,829,362
814,749,830,362
813,749,830,362
814,749,829,362
,,,,
812,746,828,362
812,746,827,363
811,747,826,363
812,747,827,364
811,746,827,363
811,745,828,363
812,746,827,363
812,746,827,363
811,746,826,362
811,746,828,363
811,747,827,363
812,746,827,364
811,746,828,362
812,747,825,364
812,746,826,364
810,745,829,361
810,746,828,362
812,745,828,360
810,744,831,360
813,748,824,366
814,748,824,366
809,744,832,357
814,747,825,366
812,748,826,365
812,747,825,364
815,748,824,367
814,747,824,366
810,745,830,360
812,747,825,365
813,747,825,365
811,745,830,360
811,747,824,366
812,747,826,363
813,745,828,363
813,744,829,362
813,748,823,366
813,747,826,365
811,744,831,360
810,746,828,362
811,746,828,362
812,746,827,363
811,746,827,363
811,746,828,363
812,746,827,363
811,746,827,363
810,746,828,363
813,746,828,364
811,746,828,363
812,746,827,363
811,746,827,363
811,746,828,363
811,746,827,363
812,746,828,364
811,746,827,363
812,746,828,363
812,746,827,363
811,746,826,363
811,746,827,363
811,746,827,363
811,747,828,362
811,746,827,363
811,746,827,364
812,746,827,363
811,746,827,363
