index,middle,ring,pinky
664,734,762,838
664,736,759,841
665,735,759,841
662,735,761,837
663,736,761,839
663,735,761,838
663,734,761,839
663,735,760,839
664,735,760,839
663,735,760,838
663,734,761,839
660,733,763,836
666,735,760,839
665,734,761,840
661,733,764,835
665,737,756,844
664,733,764,835
661,732,767,832
660,735,762,838
664,737,756,841
665,737,755,843
663,733,763,837
660,732,766,835
661,736,759,840
664,737,754,843
662,733,766,834
659,735,761,838
663,735,759,840
662,736,759,840
662,733,763,837
,,,,
667,731,763,837
672,735,755,841
668,733,761,835
669,731,762,836
668,736,755,841
670,735,755,841
670,732,759,838
670,731,761,836
665,730,765,831
668,733,759,836
669,733,759,837
668,733,760,836
668,732,760,838
668,733,759,837
667,733,761,836
668,733,759,838
668,733,760,837
670,732,759,837
667,732,760,836
667,733,760,836
667,732,761,837
668,733,758,836
668,733,759,836
668,733,760,837
667,733,760,837
668,733,759,836
668,733,760,837
667,733,760,837
668,733,759,837
668,733,759,837
668,732,761,836
668,733,759,836
668,733,759,837
668,733,759,836
668,733,759,837
668,733,760,836
668,734,759,837
668,733,760,836
667,733,760,837
668,733,759,837
667,733,759,837
667,733,760,837
668,733,759,837
668,732,760,837
667,733,759,837
668,734,760,837
668,733,759,836
668,733,760,837
668,733,759,837
668,733,759,837
668,733,759,836
668,733,760,836
668,733,759,837
667,734,760,837
668,732,759,837
668,733,760,837
668,733,759,837
667,733,760,836
669,734,758,838
668,732,761,836
666,732,761,835
669,734,759,838
667,732,761,835
667,732,762,835
667,733,761,837
670,733,760,837
667,733,758,838
668,733,757,839
667,731,762,834
668,734,757,838
668,732,761,835
667,733,760,837
669,734,757,839
668,733,760,837
668,733,759,836
667,731,760,837
668,734,757,839
669,734,757,839
669,733,759,836
667,734,758,838
667,734,760,837
668,732,762,835
667,732,761,835
669,735,757,837
669,733,758,838
668,732,762,835
666,732,763,834
667,733,760,837
671,734,756,841
669,730,763,836
665,731,765,832
666,733,759,836
668,734,756,835
666,733,760,837
666,734,758,839
669,731,762,835
668,731,762,834
668,735,755,840
667,735,756,839
666,731,763,834
666,734,761,835
668,735,755,841
671,734,754,841
668,732,760,837
667,733,760,836
667,733,759,837
668,733,758,837
668,733,760,837
668,733,760,837
668,733,760,836
667,732,760,837
667,733,759,837
668,732,760,837
668,733,761,836
668,732,760,837
668,733,759,837
668,733,759,837
667,734,759,837
667,732,760,837
668,733,759,837
667,733,761,836
667,733,759,837
668,733,760,837
668,733,759,837
668,733,759,837
668,733,759,837
667,733,760,837
668,733,760,837
668,733,760,837
667,733,759,837
668,733,759,837
668,733,759,838
668,733,760,837
668,733,759,837
668,733,759,837
